station,valid,lon,lat,elevation,tmpf,drct,sped,mslp
CPK,2025-09-30 14:35,-76.3207,36.6656,6.00,73.80,20.00,9.20,M
PTB,2025-09-30 14:35,-77.5074,37.1838,59.00,71.00,10.00,8.05,M
SFQ,2025-09-30 14:35,-76.6019,36.6823,22.00,74.30,M,M,M
PSK,2025-09-30 14:35,-80.6785,37.1373,642.00,62.60,70.00,4.60,M
HLX,2025-09-30 14:35,-80.8236,36.7661,834.00,59.00,60.00,4.60,M
LUA,2025-09-30 14:35,-78.5006,38.6671,275.00,68.00,0.00,0.00,M
W31,2025-09-30 14:35,-78.1850,36.9601,156.78,69.30,360.00,9.20,M
FRR,2025-09-30 14:35,-78.2535,38.9175,212.93,65.70,0.00,0.00,M
W78,2025-09-30 14:35,-78.8480,36.7100,115.14,66.70,20.00,8.05,M
W81,2025-09-30 14:35,-78.0983,37.1810,119.95,68.00,340.00,4.60,M
LVL,2025-09-30 14:35,-77.7943,36.7728,99.51,71.60,350.00,4.60,M
0V4,2025-09-30 14:35,-79.0164,37.1417,178.73,64.40,50.00,6.90,M
GVE,2025-09-30 14:35,-78.1658,38.1560,133.06,69.00,20.00,4.60,M
8W2,2025-09-30 14:35,-78.7081,38.6557,289.74,66.20,0.00,0.00,M
W13,2025-09-30 14:35,-78.9444,38.0769,430.88,63.70,10.00,3.45,M
W96,2025-09-30 14:35,-77.1255,37.5032,34.55,70.30,20.00,6.90,M
W75,2025-09-30 14:35,-76.4467,37.6024,10.81,71.60,20.00,9.20,M
CXE,2025-09-30 14:35,-78.5016,36.7883,148.68,67.00,10.00,5.75,M
ORF,2025-09-30 14:51,-76.1922,36.9033,9.00,73.00,20.00,14.95,1016.50
IAD,2025-09-30 14:52,-77.4473,38.9348,98.00,70.00,340.00,8.05,1020.30
DCA,2025-09-30 14:52,-77.0345,38.8472,20.00,72.00,40.00,5.75,1019.70
CHO,2025-09-30 14:53,-78.4529,38.1386,195.00,67.00,M,3.45,1019.70
DAN,2025-09-30 14:53,-79.3361,36.5729,174.00,66.00,20.00,6.90,1017.80
AKQ,2025-09-30 14:54,-77.0072,36.9839,64.00,71.00,M,3.45,1017.10
WAL,2025-09-30 14:54,-75.4631,37.9406,41.00,73.00,40.00,14.95,1017.40
LYH,2025-09-30 14:54,-79.2067,37.3208,286.00,66.00,20.00,6.90,1019.40
ROA,2025-09-30 14:54,-79.9737,37.3172,344.71,68.00,20.00,11.50,1020.30
PHF,2025-09-30 14:54,-76.4930,37.1319,13.00,72.00,30.00,9.20,1017.40
OFP,2025-09-30 14:54,-77.4366,37.7089,63.00,70.00,20.00,3.45,1019.20
RIC,2025-09-30 14:54,-77.3234,37.5115,54.00,71.00,20.00,10.35,1018.70
MTV,2025-09-30 14:55,-80.0133,36.6272,287.00,66.60,10.00,8.05,M
W63,2025-09-30 14:55,-78.5601,36.5958,115.03,68.00,10.00,8.05,M
VBW,2025-09-30 14:55,-78.9603,38.3667,349.15,64.80,0.00,0.00,M
DAA,2025-09-30 14:55,-77.1810,38.7150,21.00,73.00,0.00,0.00,1019.20
OMH,2025-09-30 14:55,-78.0456,38.2472,142.00,68.00,10.00,3.45,M
BCB,2025-09-30 14:55,-80.4078,37.2076,650.00,65.30,40.00,3.45,M
EMV,2025-09-30 14:55,-77.4827,36.6869,39.00,71.00,0.00,0.00,M
FKN,2025-09-30 14:55,-76.9038,36.6981,12.00,72.00,10.00,8.05,M
FYJ,2025-09-30 14:55,-76.7647,37.5211,7.00,71.20,M,M,M
AVC,2025-09-30 14:55,-78.0545,36.6883,135.00,70.70,10.00,10.35,M
JYO,2025-09-30 14:55,-77.5575,39.0780,119.00,68.00,350.00,4.60,M
LNP,2025-09-30 14:55,-82.5300,36.9875,817.00,68.00,40.00,4.60,M
HWY,2025-09-30 14:55,-77.7106,38.5863,102.00,71.00,350.00,5.75,M
MKJ,2025-09-30 14:55,-81.3499,36.8949,780.00,60.30,120.00,3.45,M
OKV,2025-09-30 14:55,-78.1444,39.1435,222.00,64.40,180.00,3.45,M
CJR,2025-09-30 14:55,-77.8589,38.5267,95.00,69.80,340.00,4.60,M
0VG,2025-09-30 14:55,-83.2178,36.6541,416.00,75.20,80.00,9.20,M
SHD,2025-09-30 14:55,-78.8964,38.2638,366.00,64.60,20.00,4.60,M
JGG,2025-09-30 14:55,-76.7161,37.2392,15.00,M,M,6.90,M
EZF,2025-09-30 14:55,-77.4494,38.2662,26.00,71.60,10.00,5.75,M
LFI,2025-09-30 14:55,-76.3605,37.0828,3.00,74.30,40.00,14.95,1017.20
RMN,2025-09-30 14:55,-77.4555,38.3981,65.00,72.00,350.00,5.75,M
LKU,2025-09-30 14:55,-77.9700,38.0100,150.00,67.60,360.00,5.75,M
HSP,2025-09-30 14:55,-79.8339,37.9514,1156.00,58.00,70.00,9.20,M
MFV,2025-09-30 14:55,-75.7611,37.6469,15.00,70.00,40.00,8.05,M
VJI,2025-09-30 14:55,-82.0333,36.6871,631.00,66.20,70.00,10.35,M
FVX,2025-09-30 14:55,-78.4378,37.3575,125.00,69.80,10.00,3.45,M
XSA,2025-09-30 14:55,-76.8941,37.8596,41.10,71.00,10.00,6.90,M
JFZ,2025-09-30 14:55,-81.7983,37.0637,808.60,66.60,130.00,3.45,M
CPK,2025-09-30 14:55,-76.3207,36.6656,6.00,74.30,20.00,10.35,M
PTB,2025-09-30 14:55,-77.5074,37.1838,59.00,71.40,10.00,8.05,M
SFQ,2025-09-30 14:55,-76.6019,36.6823,22.00,75.00,M,M,M
PSK,2025-09-30 14:55,-80.6785,37.1373,642.00,62.80,70.00,3.45,M
HLX,2025-09-30 14:55,-80.8236,36.7661,834.00,60.80,20.00,4.60,M
PVG,2025-09-30 14:55,-76.4488,36.7801,7.00,73.40,M,5.75,1030.00
LUA,2025-09-30 14:55,-78.5006,38.6671,275.00,68.00,0.00,0.00,M
W31,2025-09-30 14:55,-78.1850,36.9601,156.78,69.80,360.00,11.50,M
FRR,2025-09-30 14:55,-78.2535,38.9175,212.93,66.20,0.00,0.00,M
W78,2025-09-30 14:55,-78.8480,36.7100,115.14,67.00,10.00,5.75,M
W81,2025-09-30 14:55,-78.0983,37.1810,119.95,68.40,10.00,3.45,M
LVL,2025-09-30 14:55,-77.7943,36.7728,99.51,72.50,340.00,4.60,M
0V4,2025-09-30 14:55,-79.0164,37.1417,178.73,64.40,60.00,9.20,M
GVE,2025-09-30 14:55,-78.1658,38.1560,133.06,69.30,20.00,3.45,M
8W2,2025-09-30 14:55,-78.7081,38.6557,289.74,66.40,0.00,0.00,M
W13,2025-09-30 14:55,-78.9444,38.0769,430.88,64.00,350.00,4.60,M
W96,2025-09-30 14:55,-77.1255,37.5032,34.55,70.70,10.00,5.75,M
W75,2025-09-30 14:55,-76.4467,37.6024,10.81,72.00,10.00,11.50,M
CXE,2025-09-30 14:55,-78.5016,36.7883,148.68,67.00,10.00,9.20,M
FAF,2025-09-30 14:55,-76.6088,37.1325,4.00,74.00,0.00,0.00,1016.60
NYG,2025-09-30 14:56,-77.3053,38.5017,4.00,73.00,350.00,6.90,1019.80
NTU,2025-09-30 14:56,-76.0335,36.8207,7.00,74.00,30.00,17.25,1016.20
HEF,2025-09-30 14:56,-77.5154,38.7214,59.00,71.00,350.00,8.05,1020.90
PVG,2025-09-30 14:56,-76.4488,36.7801,7.00,74.00,30.00,9.20,1016.80
FCI,2025-09-30 14:56,-77.5248,37.4064,72.00,71.00,20.00,9.20,1019.60
NFE,2025-09-30 14:58,-76.1356,36.6950,5.00,76.00,30.00,13.80,1016.20
NGU,2025-09-30 14:59,-76.2893,36.9375,5.00,73.00,20.00,13.80,1017.10
MTV,2025-09-30 15:15,-80.0133,36.6272,287.00,68.00,30.00,8.05,M
W63,2025-09-30 15:15,-78.5601,36.5958,115.03,68.00,10.00,6.90,M
VBW,2025-09-30 15:15,-78.9603,38.3667,349.15,65.00,0.00,0.00,M
OMH,2025-09-30 15:15,-78.0456,38.2472,142.00,68.00,360.00,4.60,M
BCB,2025-09-30 15:15,-80.4078,37.2076,650.00,65.50,40.00,4.60,M
EMV,2025-09-30 15:15,-77.4827,36.6869,39.00,71.40,340.00,9.20,M
FKN,2025-09-30 15:15,-76.9038,36.6981,12.00,72.50,10.00,8.05,M
FYJ,2025-09-30 15:15,-76.7647,37.5211,7.00,71.60,M,M,M
AVC,2025-09-30 15:15,-78.0545,36.6883,135.00,71.00,10.00,8.05,M
JYO,2025-09-30 15:15,-77.5575,39.0780,119.00,69.80,340.00,5.75,M
LNP,2025-09-30 15:15,-82.5300,36.9875,817.00,69.80,100.00,3.45,M
HWY,2025-09-30 15:15,-77.7106,38.5863,102.00,71.20,340.00,6.90,M
MKJ,2025-09-30 15:15,-81.3499,36.8949,780.00,61.50,90.00,3.45,M
OKV,2025-09-30 15:15,-78.1444,39.1435,222.00,64.40,0.00,0.00,M
CJR,2025-09-30 15:15,-77.8589,38.5267,95.00,70.00,350.00,5.75,M
0VG,2025-09-30 15:15,-83.2178,36.6541,416.00,77.00,M,5.75,M
SHD,2025-09-30 15:15,-78.8964,38.2638,366.00,65.00,340.00,3.45,M
JGG,2025-09-30 15:15,-76.7161,37.2392,15.00,M,40.00,4.60,M
EZF,2025-09-30 15:15,-77.4494,38.2662,26.00,72.00,360.00,5.75,M
RMN,2025-09-30 15:15,-77.4555,38.3981,65.00,73.00,360.00,5.75,M
LKU,2025-09-30 15:15,-77.9700,38.0100,150.00,68.00,20.00,5.75,M
HSP,2025-09-30 15:15,-79.8339,37.9514,1156.00,58.00,80.00,8.05,M
MFV,2025-09-30 15:15,-75.7611,37.6469,15.00,70.70,30.00,9.20,M
VJI,2025-09-30 15:15,-82.0333,36.6871,631.00,66.20,20.00,9.20,M
FVX,2025-09-30 15:15,-78.4378,37.3575,125.00,70.00,10.00,4.60,M
XSA,2025-09-30 15:15,-76.8941,37.8596,41.10,71.00,360.00,5.75,M
JFZ,2025-09-30 15:15,-81.7983,37.0637,808.60,67.00,0.00,0.00,M
CPK,2025-09-30 15:15,-76.3207,36.6656,6.00,74.30,10.00,10.35,M
PTB,2025-09-30 15:15,-77.5074,37.1838,59.00,72.00,10.00,8.05,M
SFQ,2025-09-30 15:15,-76.6019,36.6823,22.00,75.40,M,M,M
PSK,2025-09-30 15:15,-80.6785,37.1373,642.00,63.00,60.00,4.60,M
HLX,2025-09-30 15:15,-80.8236,36.7661,834.00,60.80,20.00,3.45,M
LUA,2025-09-30 15:15,-78.5006,38.6671,275.00,68.00,0.00,0.00,M
W31,2025-09-30 15:15,-78.1850,36.9601,156.78,69.80,360.00,8.05,M
FRR,2025-09-30 15:15,-78.2535,38.9175,212.93,67.00,0.00,0.00,M
W78,2025-09-30 15:15,-78.8480,36.7100,115.14,67.00,20.00,6.90,M
W81,2025-09-30 15:15,-78.0983,37.1810,119.95,69.00,0.00,0.00,M
LVL,2025-09-30 15:15,-77.7943,36.7728,99.51,72.50,10.00,3.45,M
0V4,2025-09-30 15:15,-79.0164,37.1417,178.73,66.20,60.00,9.20,M
GVE,2025-09-30 15:15,-78.1658,38.1560,133.06,69.80,20.00,4.60,M
8W2,2025-09-30 15:15,-78.7081,38.6557,289.74,66.60,0.00,0.00,M
W13,2025-09-30 15:15,-78.9444,38.0769,430.88,64.40,350.00,4.60,M
W96,2025-09-30 15:15,-77.1255,37.5032,34.55,71.00,30.00,5.75,M
W75,2025-09-30 15:15,-76.4467,37.6024,10.81,72.00,10.00,9.20,M
CXE,2025-09-30 15:15,-78.5016,36.7883,148.68,67.50,360.00,5.75,M
7W4,2025-09-30 15:15,-77.7459,37.9658,104.05,69.00,20.00,4.60,M
MTV,2025-09-30 15:35,-80.0133,36.6272,287.00,69.00,30.00,8.05,M
W63,2025-09-30 15:35,-78.5601,36.5958,115.03,68.00,10.00,6.90,M
VBW,2025-09-30 15:35,-78.9603,38.3667,349.15,65.00,300.00,3.45,M
OMH,2025-09-30 15:35,-78.0456,38.2472,142.00,68.00,360.00,5.75,M
BCB,2025-09-30 15:35,-80.4078,37.2076,650.00,65.70,30.00,3.45,M
EMV,2025-09-30 15:35,-77.4827,36.6869,39.00,71.60,0.00,0.00,M
FKN,2025-09-30 15:35,-76.9038,36.6981,12.00,73.00,30.00,11.50,M
FYJ,2025-09-30 15:35,-76.7647,37.5211,7.00,71.80,M,M,M
AVC,2025-09-30 15:35,-78.0545,36.6883,135.00,71.00,10.00,9.20,M
JYO,2025-09-30 15:35,-77.5575,39.0780,119.00,69.80,350.00,6.90,M
LNP,2025-09-30 15:35,-82.5300,36.9875,817.00,71.60,30.00,4.60,M
HWY,2025-09-30 15:35,-77.7106,38.5863,102.00,71.80,340.00,5.75,M
MKJ,2025-09-30 15:35,-81.3499,36.8949,780.00,62.60,80.00,5.75,M
OKV,2025-09-30 15:35,-78.1444,39.1435,222.00,64.40,200.00,3.45,M
CJR,2025-09-30 15:35,-77.8589,38.5267,95.00,70.70,350.00,6.90,M
0VG,2025-09-30 15:35,-83.2178,36.6541,416.00,75.20,110.00,6.90,M
SHD,2025-09-30 15:35,-78.8964,38.2638,366.00,65.00,350.00,4.60,M
JGG,2025-09-30 15:35,-76.7161,37.2392,15.00,M,30.00,6.90,M
EZF,2025-09-30 15:35,-77.4494,38.2662,26.00,72.50,10.00,6.90,M
RMN,2025-09-30 15:35,-77.4555,38.3981,65.00,73.00,360.00,4.60,M
LKU,2025-09-30 15:35,-77.9700,38.0100,150.00,68.00,10.00,8.05,M
HSP,2025-09-30 15:35,-79.8339,37.9514,1156.00,58.30,70.00,6.90,M
MFV,2025-09-30 15:35,-75.7611,37.6469,15.00,71.00,20.00,8.05,M
VJI,2025-09-30 15:35,-82.0333,36.6871,631.00,68.00,M,4.60,M
FVX,2025-09-30 15:35,-78.4378,37.3575,125.00,70.30,20.00,6.90,M
XSA,2025-09-30 15:35,-76.8941,37.8596,41.10,71.40,10.00,5.75,M
JFZ,2025-09-30 15:35,-81.7983,37.0637,808.60,66.20,30.00,4.60,M
CPK,2025-09-30 15:35,-76.3207,36.6656,6.00,74.00,10.00,11.50,M
PTB,2025-09-30 15:35,-77.5074,37.1838,59.00,72.00,10.00,9.20,M
SFQ,2025-09-30 15:35,-76.6019,36.6823,22.00,75.20,M,M,M
PSK,2025-09-30 15:35,-80.6785,37.1373,642.00,64.00,20.00,4.60,M
HLX,2025-09-30 15:35,-80.8236,36.7661,834.00,60.80,10.00,4.60,M
LUA,2025-09-30 15:35,-78.5006,38.6671,275.00,68.00,0.00,0.00,M
W31,2025-09-30 15:35,-78.1850,36.9601,156.78,70.00,30.00,6.90,M
FRR,2025-09-30 15:35,-78.2535,38.9175,212.93,67.00,0.00,0.00,M
W78,2025-09-30 15:35,-78.8480,36.7100,115.14,67.50,20.00,9.20,M
W81,2025-09-30 15:35,-78.0983,37.1810,119.95,69.30,350.00,3.45,M
LVL,2025-09-30 15:35,-77.7943,36.7728,99.51,72.50,340.00,5.75,M
0V4,2025-09-30 15:35,-79.0164,37.1417,178.73,66.20,50.00,11.50,M
GVE,2025-09-30 15:35,-78.1658,38.1560,133.06,69.40,20.00,6.90,M
8W2,2025-09-30 15:35,-78.7081,38.6557,289.74,67.00,0.00,0.00,M
W13,2025-09-30 15:35,-78.9444,38.0769,430.88,64.60,360.00,3.45,M
7W4,2025-09-30 15:35,-77.7459,37.9658,104.05,69.00,20.00,4.60,M
W96,2025-09-30 15:35,-77.1255,37.5032,34.55,71.00,20.00,4.60,M
W75,2025-09-30 15:35,-76.4467,37.6024,10.81,72.30,20.00,8.05,M
CXE,2025-09-30 15:35,-78.5016,36.7883,148.68,68.00,360.00,4.60,M
ORF,2025-09-30 15:51,-76.1922,36.9033,9.00,75.00,40.00,16.10,1015.90
IAD,2025-09-30 15:52,-77.4473,38.9348,98.00,72.00,330.00,6.90,1019.70
DCA,2025-09-30 15:52,-77.0345,38.8472,20.00,74.00,340.00,8.05,1019.10
CHO,2025-09-30 15:53,-78.4529,38.1386,195.00,68.00,360.00,3.45,1019.50
DAN,2025-09-30 15:53,-79.3361,36.5729,174.00,68.00,30.00,11.50,1017.50
AKQ,2025-09-30 15:54,-77.0072,36.9839,64.00,72.00,M,4.60,1016.90
RIC,2025-09-30 15:54,-77.3234,37.5115,54.00,72.00,360.00,9.20,1018.60
WAL,2025-09-30 15:54,-75.4631,37.9406,41.00,74.00,30.00,17.25,1016.90
LYH,2025-09-30 15:54,-79.2067,37.3208,286.00,67.00,10.00,6.90,1018.90
ROA,2025-09-30 15:54,-79.9737,37.3172,344.71,70.00,10.00,9.20,1020.00
PHF,2025-09-30 15:54,-76.4930,37.1319,13.00,72.00,30.00,10.35,1016.40
OFP,2025-09-30 15:54,-77.4366,37.7089,63.00,71.00,M,4.60,1018.70
MTV,2025-09-30 15:55,-80.0133,36.6272,287.00,70.30,20.00,8.05,M
W63,2025-09-30 15:55,-78.5601,36.5958,115.03,68.00,10.00,10.35,M
VBW,2025-09-30 15:55,-78.9603,38.3667,349.15,65.70,0.00,0.00,M
DAA,2025-09-30 15:55,-77.1810,38.7150,21.00,74.30,320.00,5.75,1018.50
OMH,2025-09-30 15:55,-78.0456,38.2472,142.00,68.00,10.00,5.75,M
BCB,2025-09-30 15:55,-80.4078,37.2076,650.00,66.40,10.00,6.90,M
EMV,2025-09-30 15:55,-77.4827,36.6869,39.00,71.80,340.00,9.20,M
FKN,2025-09-30 15:55,-76.9038,36.6981,12.00,73.40,20.00,11.50,M
FYJ,2025-09-30 15:55,-76.7647,37.5211,7.00,72.00,M,M,M
AVC,2025-09-30 15:55,-78.0545,36.6883,135.00,71.00,10.00,11.50,M
JYO,2025-09-30 15:55,-77.5575,39.0780,119.00,69.80,360.00,9.20,M
LNP,2025-09-30 15:55,-82.5300,36.9875,817.00,69.80,20.00,6.90,M
HWY,2025-09-30 15:55,-77.7106,38.5863,102.00,72.50,360.00,3.45,M
MKJ,2025-09-30 15:55,-81.3499,36.8949,780.00,63.00,100.00,10.35,M
OKV,2025-09-30 15:55,-78.1444,39.1435,222.00,66.20,220.00,3.45,M
CJR,2025-09-30 15:55,-77.8589,38.5267,95.00,71.00,350.00,6.90,M
0VG,2025-09-30 15:55,-83.2178,36.6541,416.00,77.00,80.00,9.20,M
SHD,2025-09-30 15:55,-78.8964,38.2638,366.00,65.70,350.00,3.45,M
JGG,2025-09-30 15:55,-76.7161,37.2392,15.00,M,30.00,5.75,M
EZF,2025-09-30 15:55,-77.4494,38.2662,26.00,72.50,360.00,8.05,M
LFI,2025-09-30 15:55,-76.3605,37.0828,3.00,74.30,40.00,16.10,1016.50
RMN,2025-09-30 15:55,-77.4555,38.3981,65.00,73.00,350.00,4.60,M
LKU,2025-09-30 15:55,-77.9700,38.0100,150.00,67.60,10.00,8.05,M
HSP,2025-09-30 15:55,-79.8339,37.9514,1156.00,59.00,70.00,8.05,M
MFV,2025-09-30 15:55,-75.7611,37.6469,15.00,71.40,10.00,9.20,M
VJI,2025-09-30 15:55,-82.0333,36.6871,631.00,69.80,90.00,8.05,M
FVX,2025-09-30 15:55,-78.4378,37.3575,125.00,70.70,20.00,9.20,M
XSA,2025-09-30 15:55,-76.8941,37.8596,41.10,71.80,10.00,4.60,M
JFZ,2025-09-30 15:55,-81.7983,37.0637,808.60,65.70,60.00,4.60,M
CPK,2025-09-30 15:55,-76.3207,36.6656,6.00,74.50,10.00,9.20,M
PTB,2025-09-30 15:55,-77.5074,37.1838,59.00,73.00,20.00,9.20,M
SFQ,2025-09-30 15:55,-76.6019,36.6823,22.00,76.30,M,M,M
PSK,2025-09-30 15:55,-80.6785,37.1373,642.00,64.00,30.00,5.75,M
HLX,2025-09-30 15:55,-80.8236,36.7661,834.00,60.80,10.00,6.90,M
PVG,2025-09-30 15:55,-76.4488,36.7801,7.00,75.20,30.00,12.65,1030.00
LUA,2025-09-30 15:55,-78.5006,38.6671,275.00,68.00,0.00,0.00,M
W31,2025-09-30 15:55,-78.1850,36.9601,156.78,70.70,20.00,6.90,M
FRR,2025-09-30 15:55,-78.2535,38.9175,212.93,67.50,0.00,0.00,M
W78,2025-09-30 15:55,-78.8480,36.7100,115.14,68.00,10.00,9.20,M
W81,2025-09-30 15:55,-78.0983,37.1810,119.95,70.00,0.00,0.00,M
LVL,2025-09-30 15:55,-77.7943,36.7728,99.51,73.00,350.00,4.60,M
0V4,2025-09-30 15:55,-79.0164,37.1417,178.73,68.00,60.00,10.35,M
GVE,2025-09-30 15:55,-78.1658,38.1560,133.06,69.40,10.00,3.45,M
8W2,2025-09-30 15:55,-78.7081,38.6557,289.74,67.00,0.00,0.00,M
W13,2025-09-30 15:55,-78.9444,38.0769,430.88,64.80,0.00,0.00,M
W96,2025-09-30 15:55,-77.1255,37.5032,34.55,71.20,360.00,4.60,M
W75,2025-09-30 15:55,-76.4467,37.6024,10.81,72.50,30.00,9.20,M
CXE,2025-09-30 15:55,-78.5016,36.7883,148.68,68.00,10.00,8.05,M
FAF,2025-09-30 15:55,-76.6088,37.1325,4.00,74.00,40.00,9.20,1015.90
NYG,2025-09-30 15:56,-77.3053,38.5017,4.00,73.00,340.00,10.35,1019.40
NTU,2025-09-30 15:56,-76.0335,36.8207,7.00,74.00,40.00,19.55,1015.70
HEF,2025-09-30 15:56,-77.5154,38.7214,59.00,72.00,330.00,8.05,1020.30
PVG,2025-09-30 15:56,-76.4488,36.7801,7.00,75.00,40.00,10.35,1016.30
FCI,2025-09-30 15:56,-77.5248,37.4064,72.00,73.00,10.00,8.05,1019.20
NFE,2025-09-30 15:58,-76.1356,36.6950,5.00,75.00,20.00,11.50,1015.70
NGU,2025-09-30 15:59,-76.2893,36.9375,5.00,74.00,20.00,16.10,1016.90
FAF,2025-09-30 16:10,-76.6088,37.1325,4.00,75.20,10.00,5.75,1015.60
MTV,2025-09-30 16:15,-80.0133,36.6272,287.00,70.70,50.00,10.35,M
W63,2025-09-30 16:15,-78.5601,36.5958,115.03,69.80,20.00,8.05,M
VBW,2025-09-30 16:15,-78.9603,38.3667,349.15,66.20,0.00,0.00,M
OMH,2025-09-30 16:15,-78.0456,38.2472,142.00,68.00,360.00,4.60,M
BCB,2025-09-30 16:15,-80.4078,37.2076,650.00,67.00,30.00,5.75,M
EMV,2025-09-30 16:15,-77.4827,36.6869,39.00,72.00,0.00,0.00,M
FKN,2025-09-30 16:15,-76.9038,36.6981,12.00,73.40,20.00,11.50,M
FYJ,2025-09-30 16:15,-76.7647,37.5211,7.00,71.80,M,M,M
AVC,2025-09-30 16:15,-78.0545,36.6883,135.00,71.20,20.00,8.05,M
JYO,2025-09-30 16:15,-77.5575,39.0780,119.00,69.80,10.00,8.05,M
LNP,2025-09-30 16:15,-82.5300,36.9875,817.00,69.80,40.00,5.75,M
HWY,2025-09-30 16:15,-77.7106,38.5863,102.00,73.00,360.00,6.90,M
MKJ,2025-09-30 16:15,-81.3499,36.8949,780.00,63.30,80.00,8.05,M
OKV,2025-09-30 16:15,-78.1444,39.1435,222.00,66.20,220.00,5.75,M
CJR,2025-09-30 16:15,-77.8589,38.5267,95.00,71.20,350.00,4.60,M
0VG,2025-09-30 16:15,-83.2178,36.6541,416.00,77.00,60.00,8.05,M
SHD,2025-09-30 16:15,-78.8964,38.2638,366.00,65.70,360.00,4.60,M
JGG,2025-09-30 16:15,-76.7161,37.2392,15.00,M,M,4.60,M
EZF,2025-09-30 16:15,-77.4494,38.2662,26.00,72.30,350.00,8.05,M
RMN,2025-09-30 16:15,-77.4555,38.3981,65.00,73.00,340.00,6.90,M
LKU,2025-09-30 16:15,-77.9700,38.0100,150.00,67.50,20.00,4.60,M
HSP,2025-09-30 16:15,-79.8339,37.9514,1156.00,60.00,70.00,9.20,M
MFV,2025-09-30 16:15,-75.7611,37.6469,15.00,71.60,20.00,5.75,M
VJI,2025-09-30 16:15,-82.0333,36.6871,631.00,69.80,80.00,5.75,M
FVX,2025-09-30 16:15,-78.4378,37.3575,125.00,71.20,20.00,10.35,M
XSA,2025-09-30 16:15,-76.8941,37.8596,41.10,72.00,20.00,4.60,M
JFZ,2025-09-30 16:15,-81.7983,37.0637,808.60,64.20,20.00,4.60,M
CPK,2025-09-30 16:15,-76.3207,36.6656,6.00,75.20,10.00,8.05,M
PTB,2025-09-30 16:15,-77.5074,37.1838,59.00,73.20,360.00,9.20,M
SFQ,2025-09-30 16:15,-76.6019,36.6823,22.00,76.00,M,M,M
PSK,2025-09-30 16:15,-80.6785,37.1373,642.00,65.00,60.00,6.90,M
HLX,2025-09-30 16:15,-80.8236,36.7661,834.00,62.60,360.00,5.75,M
LUA,2025-09-30 16:15,-78.5006,38.6671,275.00,69.80,70.00,3.45,M
W31,2025-09-30 16:15,-78.1850,36.9601,156.78,71.00,20.00,5.75,M
FRR,2025-09-30 16:15,-78.2535,38.9175,212.93,68.00,0.00,0.00,M
W78,2025-09-30 16:15,-78.8480,36.7100,115.14,68.00,20.00,8.05,M
W81,2025-09-30 16:15,-78.0983,37.1810,119.95,70.00,10.00,6.90,M
LVL,2025-09-30 16:15,-77.7943,36.7728,99.51,73.40,360.00,4.60,M
0V4,2025-09-30 16:15,-79.0164,37.1417,178.73,68.00,60.00,9.20,M
GVE,2025-09-30 16:15,-78.1658,38.1560,133.06,69.00,360.00,4.60,M
8W2,2025-09-30 16:15,-78.7081,38.6557,289.74,67.50,0.00,0.00,M
W13,2025-09-30 16:15,-78.9444,38.0769,430.88,65.00,30.00,3.45,M
7W4,2025-09-30 16:15,-77.7459,37.9658,104.05,69.00,360.00,5.75,M
W96,2025-09-30 16:15,-77.1255,37.5032,34.55,71.60,360.00,5.75,M
W75,2025-09-30 16:15,-76.4467,37.6024,10.81,73.40,10.00,11.50,M
CXE,2025-09-30 16:15,-78.5016,36.7883,148.68,68.70,10.00,8.05,M
FAF,2025-09-30 16:15,-76.6088,37.1325,4.00,75.20,20.00,9.20,1015.90
MTV,2025-09-30 16:35,-80.0133,36.6272,287.00,70.50,40.00,9.20,M
W63,2025-09-30 16:35,-78.5601,36.5958,115.03,69.80,20.00,6.90,M
VBW,2025-09-30 16:35,-78.9603,38.3667,349.15,66.60,0.00,0.00,M
OMH,2025-09-30 16:35,-78.0456,38.2472,142.00,68.00,350.00,4.60,M
BCB,2025-09-30 16:35,-80.4078,37.2076,650.00,68.00,0.00,0.00,M
EMV,2025-09-30 16:35,-77.4827,36.6869,39.00,73.00,330.00,9.20,M
FKN,2025-09-30 16:35,-76.9038,36.6981,12.00,73.60,40.00,10.35,M
FYJ,2025-09-30 16:35,-76.7647,37.5211,7.00,71.80,M,M,M
AVC,2025-09-30 16:35,-78.0545,36.6883,135.00,71.20,20.00,5.75,M
JYO,2025-09-30 16:35,-77.5575,39.0780,119.00,69.80,10.00,8.05,M
LNP,2025-09-30 16:35,-82.5300,36.9875,817.00,69.80,30.00,6.90,M
HWY,2025-09-30 16:35,-77.7106,38.5863,102.00,72.70,350.00,6.90,M
MKJ,2025-09-30 16:35,-81.3499,36.8949,780.00,64.60,90.00,4.60,M
OKV,2025-09-30 16:35,-78.1444,39.1435,222.00,68.00,260.00,3.45,M
CJR,2025-09-30 16:35,-77.8589,38.5267,95.00,71.40,360.00,5.75,M
SHD,2025-09-30 16:35,-78.8964,38.2638,366.00,66.00,0.00,0.00,M
JGG,2025-09-30 16:35,-76.7161,37.2392,15.00,M,30.00,8.05,M
EZF,2025-09-30 16:35,-77.4494,38.2662,26.00,72.30,350.00,8.05,M
RMN,2025-09-30 16:35,-77.4555,38.3981,65.00,72.70,350.00,5.75,M
LKU,2025-09-30 16:35,-77.9700,38.0100,150.00,67.60,360.00,6.90,M
MFV,2025-09-30 16:35,-75.7611,37.6469,15.00,72.00,30.00,10.35,M
VJI,2025-09-30 16:35,-82.0333,36.6871,631.00,69.80,M,6.90,M
